Omschrijving,Kleur,NFC-Waarde,Fashion-Waarde,Technische-Waarde,Culturele-Waarde,Politieke-Waarde,Economische-Waarde,
De nieuwe collectie van Supreme bevat naast kleding o.a een baksteen, bouwlamp en een kruik. De baksteen kost 40 euro en is uitverkocht. Supreme fans kunnen nu eigenlijk hun huis gaan bouwen,Yellow,53,5,4,4,1,2,
Tracker voor onder het fietszadel om 'm zo nooit kwijt te raken,Blue,52,3,5,4,2,3,
Foldable bike helmet,Blue,52,3,5,4,2,3,
Gebruikt het menselijke lichaam als wachtwoord, je kunt via je telefoon je deuren etc. openmaken d.m.v. je fingerprint,Blue,52,3,5,4,2,3
Bedrijf dat van (oude) auto-onderdelen transformers bouwt,Blue,52,3,5,4,2,3,
"""Smart""-kleding die oplaadt als je beweegt,Blue,52,3,5,4,2,3",
Buigbare TV,Blue,52,3,5,4,2,3,
Zelf-doorspoelende wc's,Blue,52,3,5,4,2,3,
Camera die daadwerkelijk in het donker ziet,Blue,52,3,5,4,2,3,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Blue,50,4,4,4,4,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
,Red,58,5,3,5,1,4,
De wifi kan verschillende personen herkennen, waardoor bewoners zo min mogelijk zelf hoeven te regelen.,Blue,34,4,4,3,2,3,
Via het lichaam worden wachtwoorden verzonden, waardoor hackers geen kans meer hebben om je code te stelen,Blue,34,4,4,3,2,3,
De focus werd gelegd op de beleving en het resultaat van het gebruik van een Ultrasun product. Het doel was dat de visuele stijl interessant en wereldwijd herkenbaar is.,Blue,34,4,4,3,2,3,
Volvo is zich gaan herpositioneren en heeft het uiterlijk van de auto ook aangepast. Niet alleen maar voor oudere mensen en veiligheid. Maar vooral het zweedse leven komt naar voren en de auto is voor iedereen,Blue,34,4,4,3,2,3,
Iedereen wil de I phone 7 hebben, ookal is deze mobiel super duur en kan je niet meer je telefoon opladen en muziek luisteren tegelijk. Of je moet de super dure bluetooth oordopjes erbij kopen. Het gaat alleen om het merk en de status hiervan.,Blue,34,4,4,3,2,3,
Supreme heeft nu een bakksteen gemaakt, die 40 euro kost. Mensen willen 40 euro betalen voor een baksteen. Puur alleen omdat het merk erop staat,Blue,34,4,4,3,2,3,
Nike is bezig met het ontwikkelen van schoenen die zelf de veters strikken. Dit is een vorm van beneficial intelligence. Klanten hoeven niet langer hun veters zelf te strikken want dit doet de schoen voor hen.,Green,52,5,4,2,3,2,
De interne cultuur van de taxi is om mee te pronken, mensen willen deze taxidienst gebruiken, omdat het bedrijf de juiste sfeer uitstraalt. Grab taxi geeft de taxidrivers in India garantie en zorgt ervoor dat alles goed geregeld is voor hen,Blue,34,4,4,3,2,3,
Het bedrijf biedt het personeel een vergoeding bij adoptie,Blue,34,4,4,3,2,3,
Suicide club Rotterdam. Dit is een club waar je je voor kunt aanmelden en vervolgens uitgekozen moet worden om er naar binnen te gaan.,Green,52,5,4,2,3,2,
vroeger werd de mac echt gezien als snackbar waar je eigenlijk zo kort mogelijk wilde zitten. maar nu is de mac steeds meer aan het veranderen en zijn er ook steeds meer 'gezondere' producten te koop,Green,52,5,4,2,3,2,
unox is op de koude winterdagen aanwezig waardoor de achterliggende gedachte van het merk goed naar voren komt,Green,52,5,4,2,3,2,
bij deze zaak in Amsterdam kun je zelf bepalen wat je betaalt voor de producten die je hebt genuttigd,Green,52,5,4,2,3,2,
NOS is altijd op het juiste moment aanwezig. Zodra er nieuws is zorgt NOS ervoor dat het op alle social media platvormen te vinden is. Ze doen zelfs aan liveblogs waarbij steeds nieuwe informatie geplaatst wordt, zodra het er is.,Green,52,5,4,2,3,2,
winkel waar je eigen spullen kunt verkopen en andermans spullen kunt kopen. De klant wordt op deze manier zelf personeel. Ook de naam van de winkel legt hier nadruk op, ze betrekken de klanten actief bij de winkel door hen zelf spullen te laten verkopen,Green,52,5,4,2,3,2,
spotify biedt aan wat de consument wil horen. Ze gaan heel diep in op wat de klant wil horen. Op basis van eerder beluisterde muziek krijgt de klant namelijk nieuwe content aangeboden. de belangen van de klant staan voorop.,Green,52,5,4,2,3,2,
Normaal wanneer je lucide wilt dromen, zul je ze moeten opschrijven en vereist het veel training. Met dit apparaat is dat niet meer nodig en word met behulp van dit apparaat laten zien dat je droomt door lampjes die knipperen,Yellow,40,5,4,3,2,2,
Op het juiste tijdstip kreeg dit meisje een mail van de Albert Heijn, over de acties op basis van het ontbijt. Op het juiste moment op de juiste tijd. Dit is dus een perfect voorbeeld van contextual omnipresence,Red,43,4,2,2,1,2,
Status test, het is een waardeloos product, maar toch zijn mensen bereid het te kopen omdat het merk er aan verbonden is.,Green,49,5,4,4,2,1,
Een pushmelding versturen op het moment dat een consument een bepaalde behoefte heeft. Bijvoorbeeld door gebruik te maken van de cookies die gebruikers accepteren, zodat men kan checken waar naar gezocht wordt.,Green,49,5,4,4,2,1,
Bedrijven zorgen steeds beter voor hun werknemers. De werknemers hebben een relaxtere werkomgeving waar ruimte is om te ontspannen en waar er minder snel stress is.,Green,49,5,4,4,2,1,
De regensensor zorgt ervoor dat mensen minder lang in de regen hoeven te wachten bij het stoplicht in de regen.,Green,49,5,4,4,2,1,
Primark geeft geen geld uit aan dure reclamespotjes maar zet deze opzij om te investeren in de werkomstandigheden in de fabrieken in het buitenland.,Red,47,5,5,5,4,4,
De Tesla Powerball is een zonnecel. Hij laadt op met zonlicht en geeft daarmee het huishouden energie. Als de cel niet genoeg zonlicht heeft gehad dat laadt hij op met stroom van het netwerk, dit alleen in de goedkopere daluren. Het is dus erg stroombesparend,Green,49,5,4,4,2,1,
Men betaald voor koffie, maar wat zij er voor terug krijgen is een flex werkplek. Er is internet, stroom en eigenlijk een soort kantoorruimte met mensen die allemaal aan het werk zijn.,Green,49,5,4,4,2,1,
"Één op de vijf mannen hebben ""langzame zwemmers"". De spermbot zorgt ervoor dat het richting het eitje zwemt en het bevrucht.,Yellow,40,5,4,3,2,2",
Domino's test nu een zelf rijdend apparaat waarmee pizza's worden bezorgd.,Yellow,40,5,4,3,2,2,
Werkgevers geven hun werknemers de mogelijkheid gebruik te maken van OV-fiets als ze een NS-Business Card hebben. Kan ook via andere mobiliteitsaanbieders. OV-fiets is goedkoper en bespaart parkeerruimte die vaak schaars zijn.,Red,47,5,5,5,4,4,
Heineken introduceert een app waarop je biertegoed kunt sparen. Het werkt als volgt: je koopt een krat bier waar biertegoed op staat en vervolgens kan je van je gespaarde tegoed biertjes aan de bar bestellen. Het idee van Heineken hierachter is om mensen van de bank te trekken en naar de kroeg te sturen om gezellig met anderen bier te drinken i.p.v. alleen. Ik denk dat dit signaal aansluit bij de trend contextual omnipresence, namelijk dat Heineken zich alom vertegenwoordigt. Heineken heeft gezocht naar een innovatieve manier om klanten op de juiste plek te bereiken. De app die vervolgens geïntroduceerd is om het biertegoed te verzilveren heeft te maken met de trend beneficial intelligence, want de app maakt het de consument makkelijker bier te drinken (eerst op de bank en daarna in de kroeg gratis).,Green,52,4,3,4,3,2,
De CoverClamp zorgt ervoor dat je je dekbed kan vastmaken aan het bed, zodat je partner deze niet naar zich toe kan trekken. Dit signaal hoort bij beneficial intelligence, aangezien de klem het makkelijker maakt voor degene die slaapt om zijn of haar dekens te behouden, hier hoeft hij/zij niets meer voor te doen.,Green,52,4,3,4,3,2,
Deze oordopjes van Apple zijn geïntroduceerd als 'de nieuwste technologie'.,Yellow,48,5,4,5,3,2,
,Yellow,48,5,4,5,3,2,
,Yellow,48,5,4,5,3,2,
,Yellow,48,5,4,5,3,2,
,Yellow,48,5,4,5,3,2,
,Yellow,48,5,4,5,3,2,
Yeezy schoenen zijn erg exclusief. Je moet meedoen met een raffle door je aan te melden. Dan maak je pas kans op een ticket om Yeezy schoenen te kopen. Alle sneakerfans willen Yeezy omdat er maar weinig op de wereld zijn daarnaast zijn ze heel erg veel waard.,Blue,46,5,3,4,2,3,
,Yellow,48,5,4,5,3,2,
Bij 'De Buren' kun je je pakket 24/7 ophalen. Overdag is de deur gewoon open, maar 's avonds is het gesloten ivm veiligheid. Maar wil je toch nog je pakket rond een uur of 3:00 ophalen? Dat kan, dan moet je gewoon op de link klikken die in je mail staat en de deur gaat dan open!,Blue,46,5,3,4,2,3,
The 5th is een horloge merk waar je alleen op de 5e dag van de maand kunt kopen. Je moet je aanmelden voor een speciale link, anders kun je de horloge niet kopen.,Blue,46,5,3,4,2,3,
Sta je net lekker te koken, blijkt dat je een cruciaal ingrediënt mist. Of: je roert al een hele tijd door de saus, maar hij blijft te dun. Wat nu? Stuur voor persoonlijk kookadvies een WhatsApp-bericht naar Allerhande. Hun culinaire experts denken met je mee en doen er alles aan om je te helpen,Blue,46,5,3,4,2,3,
Kanye geeft gratis yeezys aan zijn modellen,Blue,46,5,3,4,2,3,
Ik kreeg gratis Conimex als bedankje dat ik het merk heb gepromoot.,Blue,46,5,3,4,2,3,
China ontwerpt bus als oplossing voor fileprobleem Chinese ontwerpers hebben hun jongste wapen tegen files en luchtverontreiniging onthuld. Een hoog voertuig met het uiterlijk van een bus dat met een soort geleiders tussen rails over de auto's heen rijdt.,Blue,46,5,3,4,2,3,
Het robotje kan lopen, bellen, foto's en video's maken, e-mails en berichtjes versturen, beelden projecteren en zelfs dansen, meldt Tweakers over het technologische hoogstandje. RoboHon draait op android, het besturingssysteem van Google,Blue,46,5,3,4,2,3,
Ongeacht of het uiteindelijk wel of niet de Blokker gaat helpen met dat duwtje in de juiste richting, de commotie heeft er in ieder geval voor gezorgd dat bijna niemand de metamorfose van de Blokker kan zijn ontgaan (een metamorfose die broodnodig was overigens). Sterker nog, je wordt nieuwsgierig hoe die oude stoffige winkel weer in een nieuw jasje is gestoken.,Blue,46,5,3,4,2,3,
Je krijgt 10% korting als je gaat aanmelden bij Zalando,Blue,46,5,3,4,2,3,
Een typisch voorbeeld van hoe technologie je leven beter kan maken, in dit geval doordat een bal door software aangestuurde patronen in het zand trekt. Een rustgevend proces om naar te kijken.,Red,41,3,2,4,4,1,
Technologie kan steeds meer voor ons doen, dit is daar een voorbeeld van.,Red,41,3,2,4,4,1,
Een koelkast met camera's zodat je de deur niet open hoeft te doen om te zien wat erin ligt.,Blue,60,5,2,4,3,2,
,Yellow,48,5,4,5,3,2,
Heineken lanceert biertegoed, hiermee verbinden zij voor het eerst direct het retail- en horecakanaal met elkaar.,Red,41,3,2,4,4,1,
Bar-le-Duc heeft haar reclame, website en productverpakking aangepast om meer te laten zien van hun duurzame werkwijze.,Red,41,3,2,4,4,1,
Ieder jaar heeft H&M een samenwerking met een bekende designer. De avond voordat de collectie voor het publiek beschikbaar is, is er een soort persavond waar bnn'ers en bloggers hun first picks kunnen shoppen. Niet iedereen wordt uitgenodigd voor deze avond, je moet wel iemand zijn.,Blue,60,5,2,4,3,2,
Een product wordt op een andere manier aangeboden,Yellow,52,5,5,4,1,2,
De easy order maakt het makkelijker voor de consument om te bestellen.,Red,46,5,2,4,2,3,
Je kan alleen deze producten met korting kopen als je ook member bent,Yellow,52,5,5,4,1,2,
Op blendle betaal je alleen voor artikelen die je wilt lezen. Wanneer je niet tevreden bent, krijg je je geld terug.,Red,46,5,2,4,2,3,
Door nieuwe technologie wordt het leven van de consument makkelijker gemaakt,Yellow,52,5,5,4,1,2,
Je vloer reinigen en daarna meteen droogtrekken met één apparaat is nu mogelijk met de Aqua Laser Spray Mop,Blue,54,5,2,5,1,2,
Drones kunnen het leven van consumenten makkelijker maken,Yellow,52,5,5,4,1,2,
,Red,46,5,2,4,2,3,
zelfbedieningspaneel bij de AH, bespaart tijd en moeite door ipv in de rij te wachten zelf snel te scannen en te betalen,Blue,54,5,2,5,1,2,
de netflix en chill button,Red,46,5,2,4,2,3,
bij albert heijn kan men ze zelfscanner gebruiken. Ze scannen de producten die ze in hun winkelwagen willen doen en bij de zelfscan kassa besparen ze tijd.,Red,46,5,2,4,2,3,
25% voor vips only. het is een actie voor exclusieve members,Blue,54,5,2,5,1,2,
je kan alleen naar binnen in de club als je een sleutel hebt als exclusive member,Blue,54,5,2,5,1,2,
Freerotation is een festival waar je niet zomaar een kaartje voor kunt kopen. Om überhaupt in aanmerking te komen voor een kaartje moet je worden uitgenodigd door iemand die er al eens is geweest. Ben je er al 4 jaar op rij bij? Dan heb je voorrang op een kaartje ten opzichte van mensen die er voor de eerste of tweede keer heen willen.,Red,41,3,2,4,4,1,
In zuidkorea kunnen mensen shoppen tijdens hun tijd in het openbaar vervoer door simpelweg foto's van producten te scannen op een muur die dan bij hen thuis bezorgd worden,Red,57,5,5,4,5,4,
Outfittery biedt kleding aan door middel van gratis kledingadvies op maat gemaakt voor de consument. Het bedrijf zorgt er voor dat mensen op een andere manier kijken naar het aankopen van kleding.,Red,57,5,5,4,5,4,
een designer gaat samenwerking aan met H&M. het wordt een collectie met exclusieve kledingstukken die maar een aantal keer worden geproduceerd.,Blue,54,5,2,5,1,2,
De slimme thermostaat. Hiermee kunnen consumenten steeds makkelijker hun verwarming regelen en inzicht krijgen in hun stookkosten.,Blue,60,5,2,4,3,2,
Robots nemen over,Green,51,5,3,4,2,4,
consumenten willen alles in een. de iwatch heeft alle functionaliteiten die een laptop en een mobiel heeft en dat is nu gemakkelijk te dragen als horloge.,Blue,54,5,2,5,1,2,
Met de smartwatch hebben consumenten nu alles in één. Er kan mee gebeld, gemaild, gefotografeerd , etc worden. Mensen hebben als het ware een telefoon en computer om hun pols.,Blue,60,5,2,4,3,2,
Op het plaatje is de smarthome te zien. Dit houdt in dat alles aan elkaar gekoppeld is. Bijvoorbeeld: de klok is gekoppeld aan de verlichting die weer gekoppeld is aan de gordijnen. Als de klok op een bepaalde tijd staat, gaan de lampen aan en de gordijnen dicht.,Blue,60,5,2,4,3,2,
De Suicide Club is een horecagelegenheid waar je niet zomaar binnen komt, je moet namelijk lid zijn.,Green,51,5,4,5,3,2,
Om de nieuwe, exclusieve schoenen van Kanye West te bemachtigen moet je eerst mee doen aan een raffle. Hier uit wordt je geloot en maak je kans om een paar te kopen.,Green,51,5,4,5,3,2,
Bij aankoop van een product bij Gorilli kreeg ik een gratis festival guide van Vice er bij. Dit betekent dat je als je op de juiste tijd komt, je er iets gratis bij krijgt.,Green,51,5,4,5,3,2,
Als je de skatestore binnen loopt krijg je een flyer van een relevant evenement. Zo bieden ze je een leuk evenement aan in ruil voor je bezoek aan de winkel.,Green,51,5,4,5,3,2,
Overal waar je gaat is pinnen makkelijker geworden.,Green,51,5,4,5,3,2,
Bij de MacDonalds kan je nu zelf je bestelling opnemen,Green,51,5,4,5,3,2,
De Cloud is een term dat komt van Cloud Computing. Dit is de online opslag van gegevens, software en bestanden waar je altijd toegang tot hebt (op aanvraag). Deze opslagplaats heet 'de cloud' oftewel de wolk, omdat hij fysiek niet aan te raken is.,Red,54,3,4,3,4,2,
20 day stranger is een app waarmee je wordt verbonden met totaal onbekende mensen. Je blijft anoniem voor elkaar. Voor 20 dagen zijn jullie anoniem met elkaar verbonden en maken jullie samen herinneringen, waarbij je eigen verbeelding gestimuleerd wordt.,Red,54,3,4,3,4,2,
De redelijk nieuwe datingapp Happn zorgt ervoor dat twee onbekende mensen die elkaar tegen zijn gekomen, elkaar weer kunnen vinden in deze app. Zodra deze twee mensen tot een match komen kunnen ze met elkaar praten via de app en eventueel zelfs daten. Dit is een signaal van beneficial intelligence, want nog niet eerder was het mogelijk om onbekende voorbijgangers te identificeren en er zelfs mee te praten. Deze app maakt het dus makkelijker om online op een onbekend iemand “af te stappen” die je wel ziet zitten.,Green,52,4,3,4,3,2,
Jouw tickets voor Millenium koop je niet via de reisleiding. Daarnaast zijn deze tickets ook niet via internet te verkrijgen. Je kunt deze tickets enkel scoren door aangesproken te worden door een promotor van Millenium. Deze kun je niet herkennen, zij vinden jou, dit kan bijvoorbeeld op het strand of op de boulevard zijn. Vooral in de middag en het begin van de avond vind je hier veel verkopers van Millenium. Dit is zo in alle badplaatsen aan de Costa Brava: Lloret, Blanes en Malgrat de Mar, dus het maakt niet uit waar jij op vakantie bent. Heb jij het geluk aangesproken te worden, scoor dan ook tickets, want je krijgt echt geen tweede kans.,Blue,50,4,2,2,4,4,
Je moet je aanmelden voor de nieuwsbrief om persoonlijke korting te krijgen.,Blue,50,4,2,2,4,4,
Op het moment dat er een Porche onderlangs het bord rijdt dan verschijnt de tekst.,Blue,50,4,2,2,4,4,
Op het moment dat er een vliegtuig van Britisch airways voorbij vliegt dan verschijnt de tekst op het reclamebord.,Blue,50,4,2,2,4,4,
Een app die ervoor zorgt dat je niet teveel betaald.,Blue,50,4,2,2,4,4,
Een programma die jouw manier van reageren onthoud en naar verloop van tijd suggesties geeft om te reageren op mailtjes.,Blue,50,4,2,2,4,4,
Een burger voor een kerstliedje. Op 8 december konden mensen bij Macdonalds een gratis hamburger ontvangen, maar dan moesten ze wel eerst even het liedje ‘Oh denneboom’ zingen.,Blue,50,4,2,2,4,4,
Bij H&M krijg je tegen inlevering van een volle tas met oude kleding een kortingsbon van 15% korting. H&M heeft deze actie georganiseerd om de invloed die kledingbedrijven uitoefenen op het milieu te reduceren. Er komt op deze manier namelijk minder textiel op vuilnisbelten. H&M accepteert kleding van alle merken, in alle maten, ook als de kleding kapot is.,Blue,50,4,2,2,4,4,
De H&M Conscious Foundation heeft 20,3 miljoen euro aan Unicef, WaterAid en CARE gedoneerd. De Zweedse modeketen hoopt met de schenking duurzame verbetering op het gebied van onderwijs, schoon water en de positie van vrouwen te bewerkstelligen.,Blue,50,4,2,2,4,4,
143 Winkels zijn gesloten op 'Black Friday'. Medewerkers krijgen deze dag wel betaald.,Blue,50,4,2,2,4,4,
Coop heeft onlangs een cheque van 34.170 euro uitgereikt aan Terre des Hommes. Klanten van de supermarkt konden in het voorjaar acht weken lang hun statiegeld doneren aan de organisatie.,Blue,50,4,2,2,4,4,
visual merchandising gaat verder dan de etalage ruimte,Yellow,58,5,3,4,3,1,
Met een #tramfie (een selfie met de tram) kun je een waardebon winnen van 100euro die je dan bij deliveroo kunt besteden.,Red,50,4,3,4,1,2,
Door te stemmen op jouw favoriete vakantiebestemming is het mogelijk om korting te krijgen, als dit de plek is met de meeste stemmen. Dit is ter ere van de 97e verjaardag van KLM.,Red,50,4,3,4,1,2,
Abercrombie houdt wedstrijden om model te worden bij winkels,Blue,46,5,4,4,2,1,
Container waaruit reclame gemaakt wordt. De uitvalsbasis voor een campagne ARAB Festival.,Green,45,3,4,2,5,3,
Regenboogzebra. Een normale zebra maar nu met kleuren. Deze zebra laat je anders nadenken over de gaycommunity in Nederland,Green,45,3,4,2,5,3,
Foto maken in de stad die gelijk met locatie e.d. op de Facebookpagina van de stad Rotterdam gepost wordt.,Green,45,3,4,2,5,3,
Deze meet het aantal fietsers om de doorstroming te bevorderen,Green,51,2,5,3,5,2,
Dit bord geeft aan waar de trui van gemaakt is, wat het wasvoorschrift is en waarom deze trui beter is dan andere truien. De eigenschappen worden uitgelicht. - Bijenkorf,Green,45,3,4,2,5,3,
Geen bonnetjes, maar alles wordt geregistreerd. Veel makkelijker!,Green,51,2,5,3,5,2,
Fitnessapparatuur in de Bijenkorf, ze willen op meerdere kanalen aanwezig zijn,Green,51,2,5,3,5,2,
CitizenM is een hotel waar je eigenlijk van alles hebt. Een bar, een woonkamer, leeshoek, tv's, en meer. Ze willen eigenlijk voor alles een plekje hebben.,Green,51,2,5,3,5,2,
Glijbaan in de zaak voor de schoenendozen die vanuit het magazijn naar de winkel moeten. Dit wordt opgevraagd door het personeel in de winkel en de schoenendoos komt via de glijbaan naar beneden. Schoenendozen naar t magazijn? Via een goederenlift in de winkel gaat alles weer naar het magazijn.,Green,45,3,4,2,5,3,
Door deze zogenaamd gezonde sap, bewijs je je aan een merk en anderen dat je gezond bent.,Green,51,2,5,3,5,2,
Dit bedrijf heeft in het hotel een restaurant, maar ook een relaxing room waarbij ontspanning centraal staat. Daarnaast zijn alle producten op de tafel in het midden te koop.,Green,45,3,4,2,5,3,
Kledingstuk in de winkel online bestellen en gelijk betalen met PIN en daarna thuis laten bezorgen.,Green,45,3,4,2,5,3,
Tussen alle boeken staat een leestafel met een gezellige sfeer waar het iedereen vrij staat om even een boek te lezen.,Green,45,3,4,2,5,3,
Naturally Fastfood. Fastfood is fastfood. Natural fastfood is niets meer of minder dan andere soorten fastfood. Hier gaat het erom dat hetzelfde product met bepaalde woorden een andere lading krijgt.,Green,45,3,4,2,5,3,
Door goede technologie kan je snel pillen afhalen, sneller dan een persoon.,Green,51,2,5,3,5,2,
Roze bol ,gratis oplaadstation van t-mobile op een festival,Red,46,5,2,3,1,1,
bank die van ver normaal lijkt maar van dichtbij eigenlijk reepjes KitKat zijn,Red,46,5,2,3,1,1,
Pepsi plaatst interactieve borden in metro's waar oortjes in gestopt kunnen worden. Hierbij krijgt de luisteraar kleine muziek stukjes te horen die leid naar hun site.,Red,46,5,2,3,1,1,
Fotohokje op schiphol waar je zelf de achtergrond kan instellen met je bestemming en de foto meteen kan delen op Facebook voordat je op reis gaat. Reclame voor ING,Red,46,5,2,3,1,1,
Becel reclame, laat mensen denken dat het een lift is, wanneer deuren opengaan is het een trap, wijst op gezondheid,Red,46,5,2,3,1,1,
In een Topshop winkel in Londen is het tijdens Fashionweek mogelijk om met een 3D bril de nieuwe collectie te bekijken in een modeshow,Red,46,5,2,3,1,1,
Op steeds meer plekken wordt er 'nieuws' laten zien. Grote schermen in bijvoorbeeld de metro of vliegvelden,Blue,42,3,2,1,3,2,
Steeds meer fotografen gaan naar buiten om de perfecte herfstfoto te schieten,Blue,42,3,2,1,3,2,
Robots zijn steeds meer in opkomst. Ze worden al gebruikt in de zorg, en het komt steeds dichterbij dat ze geschikt zijn om thuis te gebruiken,Blue,42,3,2,1,3,2,
Google heeft afgelopen week zijn eerste smartphone aangekondigd. Merken zoals google, die nooit iets te maken hebben gehad met smartphones, zullen zich nu gaan mengen op de smartphone-markt,Blue,42,3,2,1,3,2,
Op een dag van gemiddeld 14 graden lopen er nog steeds mensen zonder jas en met een korte broek.,Blue,42,3,2,1,3,2,
Het gebruik van cloud applicaties en platformen zal de komende jaren verder toenemen en daarmee ook de beveiliging.,Blue,42,3,2,1,3,2,
Informatie over het skateboard in de winkel. Wat is de gedachte achter de productie en waarom is dit skateboard anders en beter dan anderen. Hierin is gebruik gemaakt van de Golden Cirkel. Eerst de WHY, dan de HOW en dan pas de WHAT die wordt beantwoord.,Green,45,3,4,2,5,3,
Kinderen zitten steeds meer op de Ipad en spelen games. de straten raken leeg.,Yellow,45,3,4,4,2,4,
pokemon gekte in kijkduin,Yellow,45,3,4,4,2,4,
bekende van mij met de nieuwste baard mode,Yellow,45,3,4,4,2,4,
Nu vandaag duidelijk is geworden dat kunst (voetbal)velden misschien schadelijk zijn voor de gezondheid zullen er nu steeds meer natuurgras velden komen in Nederland,Blue,42,3,2,1,3,2,
statiegeld betalen voor jeans,Yellow,58,5,3,4,3,1,
robot met 5 jarige intelligentie voor eenzaamheid,Yellow,58,5,3,4,3,1,
online vermelding van vermiste persoon,Red,55,4,3,5,2,2,
alles is kankerverwekkend,Red,55,4,3,5,2,2,
benoeming van eten om het aantrekkelijk te maken, 'Wilde kruiden',Red,55,4,3,5,2,2
Baardsieraad,Red,55,4,3,5,2,2,
enorme gekte om een (bepaald) persoon die boodschappen doet,Red,55,4,3,5,2,2,
zonder aanraken telefoon gebruiken,Red,55,4,3,5,2,2,
steeds duurzamer leven,Red,55,4,3,5,2,2,
Er liep een hele grote groep met allemaal professionele camera's.,Blue,44,5,3,5,2,4,
Men betaalt iets meer voor hun spijkerbroeken om ze daarna door te geven zodat ze hergebruikt kunnen worden. Spijkerbroeken krijgen zo een nieuwe positionering in de maatschappij.,Green,52,4,3,4,2,1,
Patiënten kunnen steeds vaker online zaken wat betreft hun zorg regelen.,Green,52,4,3,4,2,1,
Bij Poortugaal metro is een nieuw concept ontstaan. Een bloemenwinkel heeft een soort 'kas' geplaatst waar mensen bloemen kunnen kopen. Je gooit geld in de kas en dan kun je de bloemen eruit halen. Worden dagelijks vervangen en de bloemen zitten ook in (vers) water. Helaas waren op dit moment geen bloemen aanwezig. Zelf zie ik het als een trend, omdat ik het nog nooit ergens had gezien. Zelf kom ik vaak bij dit station en merkte ik dat mensen er echt even stil bij stonden en ook foto's maakten, omdat zij nog nooit zoiets hadden gezien. Het is ook heel erg handig, omdat je vaak in de buurt niet bloemen hebt.,Blue,43,5,2,4,3,3,
In een hotel in ontwerpen krijgt de klant de kans om daar kleren te kiezen in plaats van alles zelf mee te nemen.,Blue,47,5,5,3,1,1,
Sinds kort is er in Bankok, Thailand een Unicorn café. In dit soort landen zijn de mensen gek op animaties en zo ook op de unicorn. Heel dit café is zo ingericht en is uniek. Dit is het eerste unicorn café op de wereld.,Blue,43,5,2,4,3,3,
Statiegeld krijgen voor je oude broek,Blue,44,5,3,5,2,4,
Alle films op 1 plek, makkelijker maken van filmkeuzes en vooraf geselecteerd voor de gebruiker,Blue,44,4,4,2,4,4,
Schoenen die zich aanpassen aan je voeten. Nog nooit gezien?,Blue,44,5,3,5,2,4,
Al je planningen op 1 plek en altijd bij je,Blue,44,4,4,2,4,4,
Geen agenda meer nodig,Blue,44,4,4,2,4,4,
onwijs veel jongeren spelen pokemon go in kijkduin. het is een spel op de mobiele app en het ziet er heel raar uit als je niet meedoet.,Red,45,5,3,5,1,1,
Veel meer mensen kiezen voor de auto ipv het openbaar vervoer of de fiets.,Red,45,5,3,5,1,1,
,Red,45,5,3,5,1,1,
Op dit moment zijn er al op een aantal plekken in Nederland een PostNL Pakketautomaat. Je kunt hier naartoe je pakketje versturen en ophalen wanneer je zelf wil. Erg handig voor als je zelf niet thuis bent of liever niet naar de buren verstuurd. Dit is al een trend, omdat het maar op 7 plekken in Nederland mogelijk is, maar de trend zet nog verder uit. Zij willen namelijk dit ook plaatsen in luxe complexen/gebouwen in Nederland.,Blue,43,5,2,4,3,3,
air back voor fietsers,Blue,44,5,3,5,2,4,
Op dit moment is het in steeds meer winkels mogelijk om met je mobiele telefoon af te rekenen. In Nederland zie je het nog vrij weinig (zelf nog nooit gezien) en daardoor is het een trend die groeit en zich steeds meer ontwikkelt. Mensen willen hier gebruik van maken. Ik zie dit zelf als een trend, omdat het iets is wat wij nog niet kennen. Er wordt veel over gespeculeerd en eindelijk is het mogelijk om via de Smartphone te betalen.,Blue,43,5,2,4,3,3,
3d geprinte jurk met allemaal losse schijfjes. Het lijkt een soort van origami,Blue,44,5,3,5,2,4,
leer gemaakt van paddenstoelen,Blue,44,5,3,5,2,4,
Iedereen in Nederland kent het fenomeen Marktplaats. De pagina waar je alles kunt verkopen. Denk aan oude kleding, auto's of meubilair. Dit is tegenwoordig niet alleen mogelijk via Marktplaats, maar Facebook heeft ook een nieuwe mogelijkheid om de producten te verkopen. 'Facebook Marketplace'. Ik zie dit als een trend, omdat het nieuw op Facebookis en je waarschijnlijk ook een groot bereik kunt hebben. Veel mensen hebben namelijk een Facebook account.,Blue,43,5,2,4,3,3,
In het winkelcentrum Hoog Catherijne naast Utrecht Centraal is er een boekspot. Hier kunnen mensen gratis boeken meenemen omdat er ook mensen zijn die er boeken neer zetten.,Red,56,5,2,4,2,1,
